hb_W_m2K,temps_h,temperature_non_regulee_C
100,6.0,27.1942257266845
100,6.25,27.439457824937513
100,6.5,27.680894874033207
100,6.75,27.918595603633023
100,7.0,28.152617834537153
100,7.25,28.38301849274948
100,7.5,28.609853623324824
100,7.75,28.833178404001956
100,8.0,29.053047158625585
100,8.25,29.269513370360656
100,8.5,29.48262969470217
100,8.75,29.69244797228363
100,9.0,29.899019241487316
100,9.25,30.10239375085938
100,9.5,30.302620971332843
100,9.75,30.49974960826139
100,10.0,30.693827613267004
100,10.25,30.88490219590418
100,10.5,31.073019835143693
100,10.75,31.258226290678632
100,11.0,31.44056661405544
100,11.25,31.62008515963274
100,11.5,31.796825595370542
100,11.75,31.9708309134525
100,12.0,32.142143440743766
100,12.25,32.31080484908704
100,12.5,32.47685616543923
100,12.75,32.640337781851315
100,13.0,32.80128946529368
100,13.25,32.95975036732949
100,13.5,33.11575903363831
100,13.75,33.26935341339237
100,14.0,33.42057086848768
100,14.25,33.56944818263234
100,14.5,33.71602157029425
100,14.75,33.860326685510195
100,15.0,34.00239863055877
100,15.25,34.14227196449904
100,15.5,34.27998071157696
100,15.75,34.41555836950189
100,16.0,34.549037917594845
100,16.25,34.68045182481077
100,16.5,34.809832057636626
100,16.75,34.937210087867236
100,17.0,35.06261690026082
100,17.25,35.18608300007604
100,17.5,35.30763842049244
100,17.75,35.42731272991601
100,18.0,35.54513503917171
100,18.25,35.66113400858471
100,18.5,35.775337854952
100,18.75,35.887774358406155
100,19.0,35.99847086917287
100,19.25,36.1074543142239
100,19.5,36.21475120382705
100,19.75,36.320387637994834
100,20.0,36.42438931283328
100,20.25,36.52678152679255
100,20.5,36.627589186820785
100,20.75,36.72683681442273
100,21.0,36.8245485516246
100,21.25,36.92074816684664
100,21.5,37.015459060684805
100,21.75,37.108704271602946
100,22.0,37.20050648153695
100,22.25,37.290888021412144
100,22.5,37.37987087657523
100,22.75,37.467476692142334
100,23.0,37.55372677826409
100,23.25,37.638642115309416
100,23.5,37.72224335896895
100,23.75,37.804550845279586
100,24.0,37.885584595571196
100,24.25,37.965364321336864
100,24.5,38.043909429027664
100,24.75,38.12123902477335
100,25.0,38.19737191902987
100,25.25,38.27232663115505
100,25.5,38.34612139391343
100,25.75,38.41877415791138
100,26.0,38.49030259596362
100,26.25,38.560724107392105
100,26.5,38.63005582225844
100,26.75,38.69831460553078
100,27.0,38.76551706118621
100,27.25,38.83167953624969
100,27.5,38.89681812477048
100,27.75,38.96094867173703
100,28.0,39.024086776931235
100,28.25,39.08624779872315
100,28.5,39.14744685780688
100,28.75,39.2076988408787
100,29.0,39.26701840425827
100,29.25,39.32541997745376
100,29.5,39.38291776667187
100,29.75,39.439525758273454
100,30.0,39.49525772217575
100,30.25,39.55012721520188
100,30.5,39.60414758437859
100,30.75,39.657331970182874
100,31.0,39.709693309738455
100,31.25,39.7612443399627
100,31.5,39.81199760066492
100,31.75,39.861965437596616
100,32.0,39.91116000545469
100,32.25,39.959593270837985
100,32.5,40.007277015158216
100,32.75,40.0542228375058
100,33.0,40.10044215747131
100,33.25,40.145946217923346
100,33.5,40.1907460877433
100,33.75,40.23485266451794
100,34.0,40.278276677190185
100,34.25,40.321028688668974
100,34.5,40.363119098398684
100,34.75,40.404558144888775
100,35.0,40.445355908204334
100,35.25,40.485522312418084
100,35.5,40.52506712802434
100,35.75,40.56399997431576
100,36.0,40.602330321723215
100,36.25,40.640067494119464
100,36.5,40.67722067108721
100,36.75,40.71379889015203
100,37.0,40.74981104898074
100,37.25,40.78526590754578
100,37.5,40.820172090256065
100,37.75,40.85453808805491
100,38.0,40.88837226048539
100,38.25,40.921682837723864
100,38.5,40.95447792258194
100,38.75,40.98676549247749
100,39.0,41.01855340137516
100,39.25,41.049849381696866
100,39.5,41.08066104620268
100,39.75,41.11099588984267
100,40.0,41.14086129158001
100,40.25,41.17026451618595
100,40.5,41.19921271600698
100,40.75,41.22771293270459
100,41.0,41.255772098968215
100,41.25,41.283397040201585
100,41.5,41.310594476183006
100,41.75,41.33737102269996
100,42.0,41.36373319315841
100,42.25,41.38968740016714
100,42.5,41.41523995709769
100,42.75,41.44039707962003
100,43.0,41.46516488721455
100,43.25,41.489549404660636
100,43.5,41.51355656350218
100,43.75,41.53719220349044
100,44.0,41.56046207400456
100,44.25,41.58337183545011
100,44.5,41.60592706063598
100,44.75,41.62813323612997
100,45.0,41.64999576359339
100,45.25,41.67151996109504
100,45.5,41.69271106440481
100,45.75,41.71357422826729
100,46.0,41.73411452765567
100,46.25,41.754336959006224
100,46.5,41.774246441433675
100,46.75,41.793847817927826
100,47.0,41.81314585653156
100,47.25,41.8321452515007
100,47.5,41.85085062444588
100,47.75,41.86926652545677
100,48.0,41.88739743420885
100,48.25,41.90524776105313
100,48.5,41.922821848088965
100,48.75,41.940123970220235
100,49.0,41.95715833619527
100,49.25,41.97392908963059
100,49.5,41.99044031001887
100,49.75,42.00669601372125
100,50.0,42.022700154944346
100,50.25,42.038456626702086
100,50.5,42.0539692617627
100,50.75,42.06924183358105
100,51.0,42.08427805721651
100,51.25,42.09908159023665
100,51.5,42.11365603360697
100,51.75,42.12800493256682
100,52.0,42.14213177749175
100,52.25,42.156040004742614
100,52.5,42.1697329975014
100,52.75,42.183214086594226
100,53.0,42.19648655130156
100,53.25,42.209553620155894
100,53.5,42.2224184717271
100,53.75,42.23508423539562
100,54.0,42.24755399211366
100,54.25,42.25983077515467
100,54.5,42.27191757085118
100,54.75,42.2838173193212
100,55.0,42.29553291518345
100,55.25,42.30706720826144
100,55.5,42.31842300427669
100,55.75,42.32960306553126
100,56.0,42.340610111579636
100,56.25,42.351446819890306
100,56.5,42.36211582649702
100,56.75,42.37261972664001
100,57.0,42.38296107539732
100,57.25,42.39314238830627
100,57.5,42.403166141975426
100,57.75,42.41303477468698
100,58.0,42.42275068698989
100,58.25,42.43231624228383
100,58.5,42.44173376739406
100,58.75,42.45100555313743
100,59.0,42.46013385487962
100,59.25,42.4691208930838
100,59.5,42.4779688538507
100,59.75,42.486679889450414
100,60.0,42.49525611884593
